pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_eqt,st_rad,st_mass,st_logg,rastr,ra,decstr,dec,sy_dist
Kepler-769 b,7.42608998,0.0763,2.35,,,0,999,1.01,1.07,4.46,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 b,7.42608998,,2.92,,,,,1.28,1.19,4.3,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 b,7.42608998,0.0763,2.35,,,0,999,1.01,1.07,4.46,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 b,7.42608998,0.0763,2.35,,,0,999,1.01,1.07,4.46,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 b,7.42608123,,,,,,,1.14,1.1,4.36,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 c,15.98467,0.128,2.2,,,0,773,1.02,1.1,4.47,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 c,15.9870174,0.1272,1.48,,,0,773,1.01,1.07,4.46,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 c,15.9870174,0.1272,1.48,,,0,773,1.01,1.07,4.46,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 c,15.9868932,,,,,,,1.14,1.1,4.36,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 c,,,1.516,,,,,1.1,,,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 c,15.9870174,,1.79,,,,,1.28,1.19,4.3,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 c,15.9870174,0.1272,1.48,,,0,773,1.01,1.07,4.46,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 c,15.9868932,0.1297,1.62,,,0,803,1.18,1.14,4.35,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 c,15.98671996,,,,,,,1.14,1.1,4.36,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-77 b,3.57878055,0.0472,10.43,,,0,1144,0.98,1.09,4.5,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.5787806,0.047,10.76,225.65,Mass,,,0.99,1.08,4.48,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57878055,,,,,,,1.06,0.96,4.37,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57878087,0.04502,10.761,165.90726,Mass,0.079,,0.99,0.95,,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57878055,,10.64,,,,,1,0.99,4.44,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57878057,0.045,10.43,,,0,1145,0.99,0.95,4.42,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57878057,,,,,,,1.06,0.96,4.37,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,,,10.466,,,,,1,,,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57875699,,12.142,,,,1172,1.06,,4.37,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57878087,0.04501,10.761,136.661,Mass,0,1440,0.99,0.95,4.42,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57878058,,,,,,,1.06,0.96,4.37,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57878055,0.0472,10.43,,,0,1144,0.98,1.09,4.5,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57878272,0.047,10.93,,,0,1189,1.04,1.1,4.45,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-77 b,3.57878055,0.0472,10.43,,,0,1144,0.98,1.09,4.5,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-770 b,18.92541476,,,,,,,1.17,0.96,4.28,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 b,,,3.481,,,,,1.22,,,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 b,18.92537246,0.1694,13.92,,,0,1171,4.88,1.81,3.32,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 b,18.92537246,,,,,,,1.17,0.96,4.28,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 b,18.92540274,0.1302,1.93,,,0,585,0.75,0.82,4.6,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 b,18.92540274,,2.3,,,,,0.92,0.94,4.49,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 b,18.92532,0.135,2.4,,,0,598,0.81,0.91,4.58,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 b,18.92540274,0.1302,1.93,,,0,585,0.75,0.82,4.6,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 b,18.92540274,0.1302,1.93,,,0,585,0.75,0.82,4.6,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 b,18.92549356,,,,,,,1.17,0.96,4.28,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 c,1.47532322,,,,,,,1.17,0.96,4.28,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 c,1.47532322,0.0309,5.88,,,0,2740,4.88,1.81,3.32,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 c,,,1.47,,,,,1.22,,,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 c,1.47532231,,1.2,,,,,0.92,0.94,4.49,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 c,1.4753256,,,,,,,1.17,0.96,4.28,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 c,1.475316,0.025,1.01,,,0,1390,0.81,0.91,4.58,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 c,1.47532231,0.0238,0.95,,,0,1368,0.75,0.82,4.6,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 c,1.47532231,0.0238,0.95,,,0,1368,0.75,0.82,4.6,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 c,1.47532231,0.0238,0.95,,,0,1368,0.75,0.82,4.6,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 d,4.15246118,0.0616,7.62,,,0,1941,4.88,1.81,3.32,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 d,4.152386,0.049,1.24,,,0,993,0.81,0.91,4.58,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 d,4.15246118,,,,,,,1.17,0.96,4.28,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 d,,,1.904,,,,,1.22,,,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 d,4.15244722,0.0474,1.14,,,0,969,0.75,0.82,4.6,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 d,4.15244722,0.0474,1.14,,,0,969,0.75,0.82,4.6,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 d,4.15244722,0.0474,1.14,,,0,969,0.75,0.82,4.6,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 d,4.15246416,,,,,,,1.17,0.96,4.28,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 d,4.15244722,,1.4,,,,,0.92,0.94,4.49,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-771 b,8.7348852,0.0843,1.59,,,0,890,0.96,1.05,4.49,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.85
Kepler-771 b,8.73477,0.083,1.62,,,0,876,0.93,1.02,4.51,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.85
Kepler-771 b,8.73485836,0.0843,1.67,,,0,890,0.96,1.05,4.49,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.85
Kepler-771 b,8.73485836,,1.82,,,,,1.05,1.03,4.42,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.85
Kepler-771 b,8.7348852,,,,,,,1.5,1.04,4.1,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.85
Kepler-771 b,8.73485836,0.0843,1.67,,,0,890,0.96,1.05,4.49,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.85
Kepler-771 b,8.73485836,0.0843,1.67,,,0,890,0.96,1.05,4.49,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.85
Kepler-771 b,,,2.4,,,,,1.45,,,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.85
Kepler-771 b,8.73487525,,,,,,,1.5,1.04,4.1,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.85
Kepler-772 b,12.99207337,0.1056,1.96,,,0,855,1.21,0.93,4.24,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-772 b,12.99204853,,,,,,,1.86,0.98,3.89,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-772 b,12.99178,0.105,2.13,,,0,857,1.23,0.91,4.22,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-772 b,12.9920769,,,,,,,1.86,0.98,3.89,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-772 b,12.99207337,0.1056,1.96,,,0,855,1.21,0.93,4.24,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-772 b,12.99204853,0.1071,2.03,,,0,866,1.24,0.97,4.24,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-772 b,,,2.98,,,,,1.83,,,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-772 b,12.99207337,0.1056,1.96,,,0,855,1.21,0.93,4.24,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-772 b,12.99202622,,,,,,,1.86,0.98,3.89,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-772 b,12.99207337,,1.82,,,,,1.11,0.98,4.33,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-773 b,3.74910575,0.047,1.68,,,0,1160,0.98,0.99,4.45,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-773 b,3.74910006,0.0465,1.52,,,0,1238,1.11,0.95,4.32,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-773 b,,,1.809,,,,,1.06,,,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-773 b,3.74910006,0.0465,1.52,,,0,1238,1.11,0.95,4.32,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-773 b,3.749103,0.047,1.57,,,0,1196,1.05,1.01,4.4,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-773 b,3.74909245,,,,,,,1.16,1.01,4.31,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-773 b,3.74910575,,,,,,,1.16,1.01,4.31,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-773 b,3.74910006,0.0465,1.52,,,0,1238,1.11,0.95,4.32,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-773 b,3.74910006,,1.43,,,,,1.01,1.04,4.45,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-773 b,3.74907923,,,,,,,1.16,1.01,4.31,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-774 b,11.08950666,,,,,,,1.91,1.3,3.99,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-774 b,11.08942,0.107,2.2,,,0,1084,1.58,1.32,4.16,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-774 b,11.08956602,0.1114,3.51,,,0,1422,2.87,1.5,3.7,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-774 b,,,2.277,,,,,1.86,,,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-774 b,11.0895723,,3.17,,,,,2.42,1.57,3.87,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-774 b,11.08959512,,,,,,,1.91,1.3,3.99,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-774 b,11.0895723,0.1068,2.49,,,0,1204,1.97,1.32,3.97,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-774 b,11.0895723,0.1068,2.49,,,0,1204,1.97,1.32,3.97,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-774 b,11.08956602,,,,,,,1.91,1.3,3.99,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-774 b,11.0895723,0.1068,2.49,,,0,1204,1.97,1.32,3.97,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-775 b,0.97486893,0.0187,1.19,,,0,1614,0.83,0.92,4.56,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-775 b,0.9748689,,,,,,,0.85,0.93,4.54,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-775 b,0.97486893,0.0187,1.19,,,0,1614,0.83,0.92,4.56,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-775 b,0.97486893,,1.19,,,,,0.84,0.92,4.56,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-775 b,0.97486893,0.0187,1.19,,,0,1614,0.83,0.92,4.56,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-775 b,0.97487027,,,,,,,0.85,0.93,4.54,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-775 b,0.9748764,0.019,1.41,,,0,1643,0.88,0.93,4.52,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-775 b,0.9748689,0.0187,1.16,,,0,1612,0.83,0.92,4.56,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-775 b,0.97487048,,,,,,,0.85,0.93,4.54,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-775 b,,,1.169,,,,,0.84,,,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-776 b,4.89721006,,,,,,,0.82,0.81,4.51,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904
Kepler-776 b,4.89721006,0.0523,1.48,,,0,904,0.85,0.79,4.48,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904
Kepler-776 b,4.89718784,,1.28,,,,,0.78,0.83,4.58,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904
Kepler-776 b,4.89718784,0.0523,1.38,,,0,904,0.85,0.79,4.48,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904
Kepler-776 b,4.897134,0.051,1.5,,,0,841,0.73,0.74,4.57,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904
Kepler-776 b,4.89718784,0.0523,1.38,,,0,904,0.85,0.79,4.48,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904
Kepler-776 b,,,1.371,,,,,0.79,,,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904
Kepler-776 b,4.89718784,0.0523,1.38,,,0,904,0.85,0.79,4.48,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904
Kepler-776 b,4.89715973,,,,,,,0.82,0.81,4.51,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904
Kepler-777 b,5.72812616,,,,,,,0.67,0.63,4.58,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.106
Kepler-777 b,5.72812599,0.0526,1.51,,,0,590,0.57,0.59,4.7,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.106
Kepler-777 b,5.72812616,0.0519,1.38,,,0,569,0.55,0.57,4.71,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.106
Kepler-777 b,5.72807244,,,,,,,0.67,0.63,4.58,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.106
Kepler-777 b,,,1.619,,,,,0.64,,,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.106
Kepler-777 b,5.72812599,0.0526,1.51,,,0,590,0.57,0.59,4.7,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.106
Kepler-777 b,5.72812599,0.0526,1.51,,,0,590,0.57,0.59,4.7,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.106
Kepler-777 b,5.728256,0.052,1.58,,,0,588,0.54,0.56,4.73,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.106
Kepler-777 b,5.72812599,,1.47,,,,,0.56,0.58,4.71,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.106
Kepler-778 b,3.75574267,,,,,,,0.8,0.86,4.57,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.168
Kepler-778 b,3.75577,0.045,1.7,,,0,943,0.74,0.84,4.62,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.168
Kepler-778 b,3.75574267,0.0453,1.58,,,0,977,0.79,0.88,4.59,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.168
Kepler-778 b,,,1.581,,,,,0.79,,,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.168
Kepler-778 b,3.75572712,,,,,,,0.8,0.86,4.57,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.168
Kepler-778 b,3.75574426,,1.68,,,,,0.77,0.81,4.58,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.168
Kepler-778 b,3.75574426,0.0453,1.72,,,0,977,0.79,0.88,4.59,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.168
Kepler-778 b,3.75574426,0.0453,1.72,,,0,977,0.79,0.88,4.59,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.168
Kepler-778 b,3.75574426,0.0453,1.72,,,0,977,0.79,0.88,4.59,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.168
Kepler-779 b,7.09714223,,0.92,,,,,0.44,0.46,4.81,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.155
Kepler-779 b,7.09714223,0.0537,0.83,,,0,428,0.4,0.41,4.85,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.155
Kepler-779 b,7.09712124,0.0533,0.74,,,0,425,0.39,0.4,4.86,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.155
Kepler-779 b,7.09714223,0.0537,0.83,,,0,428,0.4,0.41,4.85,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.155
Kepler-779 b,7.09714223,0.0537,0.83,,,0,428,0.4,0.41,4.85,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.155
Kepler-779 b,7.097028,0.059,1.15,,,0,525,0.52,0.54,4.74,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.155
Kepler-779 b,7.09712124,,,,,,,0.55,0.54,4.69,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.155
Kepler-779 b,,,1.037,,,,,0.54,,,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.155
Kepler-779 b,7.09715413,,,,,,,0.55,0.54,4.69,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.155
Kepler-78 b,0.35500744,,1.16,8,Mass,,,0.74,0.81,4.6,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376
Kepler-78 b,0.35500744,,1.2,1.69,Mass,,,0.74,0.83,4.61,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376
Kepler-78 b,0.355,,1.228,1.77,Mass,,,0.75,0.78,4.61,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376
Kepler-78 b,0.35500744,,,,,0,,0.73,0.85,4.64,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376
Kepler-78 b,0.35500745,0.00901,1.201,1.68,Mass,0,2223,0.75,0.78,,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376
Kepler-78 b,0.35500744,,1.121,1.96716,Mass,,,0.75,0.84,4.6,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376
Kepler-78 b,0.355,,1.173,1.86,Mass,0,2250,0.74,0.76,4.55,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376
Kepler-78 b,0.35500744,,1.2,1.87,Mass,,,,0.83,,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376
Kepler-780 b,0.67737469,0.015,0.9,,,0,2099,1.04,0.97,4.39,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,557.652
Kepler-780 b,0.67737516,0.0149,0.97,,,0,2173,1.1,0.95,4.34,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,557.652
Kepler-780 b,0.67737469,,,,,,,1.04,,,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,557.652
Kepler-780 b,0.67737516,0.0149,0.97,,,0,2173,1.1,0.95,4.34,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,557.652
Kepler-780 b,0.67737516,,0.89,,,,,1.02,1.01,4.42,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,557.652
Kepler-780 b,0.67737516,0.0149,0.97,,,0,2173,1.1,0.95,4.34,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,557.652
Kepler-780 b,0.67737828,,,,,,,1.04,,,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,557.652
Kepler-780 b,0.6773911,0.015,1.1,,,0,2154,1.09,1,4.37,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,557.652
Kepler-781 b,13.21415,0.104,2.88,,,0,639,0.76,0.86,4.61,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-781 b,13.21409607,0.1019,2.77,,,0,629,0.73,0.81,4.62,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-781 b,,,3.025,,,,,0.8,,,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-781 b,13.2140732,0.1016,2.72,,,0,628,0.73,0.81,4.62,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-781 b,13.21409607,,,,,,,0.8,0.87,4.57,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-781 b,13.21404536,,,,,,,0.8,0.87,4.57,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-781 b,13.2140732,0.1016,2.72,,,0,628,0.73,0.81,4.62,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-781 b,13.2140732,0.1016,2.72,,,0,628,0.73,0.81,4.62,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-781 b,13.2140732,,2.89,,,,,0.78,0.81,4.58,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-781 b,13.21411425,,,,,,,0.8,0.87,4.57,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-782 b,158.6853308,0.5692,3.73,,,0,390,1.19,0.98,4.28,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-782 b,158.6850022,,,,,,,1.17,1.01,4.31,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-782 b,158.6853308,,3.21,,,,,1.01,0.98,4.42,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-782 b,158.6852877,,,,,,,1.17,1.01,4.31,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-782 b,,,3.344,,,,,1.12,,,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-782 b,158.6845633,,,,,,,1.17,1.01,4.31,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-782 b,158.6924,0.588,4.4,,,0,395,1.25,1.07,4.28,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-782 b,158.6850022,0.5444,3.08,,,0,350,1.03,0.85,4.34,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-782 b,158.6853308,0.5692,3.73,,,0,390,1.19,0.98,4.28,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-782 b,158.6853308,0.5692,3.73,,,0,390,1.19,0.98,4.28,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-783 b,4.29264558,,,,,,,0.87,0.94,4.53,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 b,4.2928,0.051,1.05,,,0,1226,1.17,0.94,4.28,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 b,4.29263699,,,,,,,0.87,0.94,4.53,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 b,4.29264638,0.0487,0.93,,,0,1218,1.11,0.84,4.27,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 b,4.29263699,0.0491,0.68,,,0,991,0.86,0.85,4.5,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 b,4.29264638,0.0487,0.93,,,0,1218,1.11,0.84,4.27,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 b,4.29264638,,0.78,,,,,0.89,0.93,4.51,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 b,,,0.677,,,,,0.86,,,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 b,4.29264638,0.0487,0.93,,,0,1218,1.11,0.84,4.27,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 c,7.05395,,2.332,,,,,0.87,0.94,4.53,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 c,7.05393449,,,,,,,0.87,0.94,4.53,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 c,7.05393449,0.0684,2.36,,,0,840,0.86,0.85,4.5,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 c,7.05393612,0.0679,2.55,,,0,1032,1.11,0.84,4.27,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 c,7.053943,0.071,3.2,,,0,1039,1.17,0.94,4.28,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 c,7.05393612,0.0679,2.55,,,0,1032,1.11,0.84,4.27,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
