pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_eqt,st_rad,st_mass,st_logg,rastr,ra,decstr,dec,sy_dist
11 Com b,,1.21,,5434.7,Msini,,,,2.6,,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516,93.1846
11 Com b,326.03,1.29,,6165.6,Msini,0.231,,19,2.7,2.31,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516,93.1846
11 Com b,323.21,1.178,,4914.89849,Msini,0.238,,13.76,2.09,2.45,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516,93.1846
11 UMi b,516.21997,1.53,,4684.8142,Msini,0.08,,29.79,2.78,1.93,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,125.321
11 UMi b,,1.51,,3432.4,Msini,,,,1.7,,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,125.321
11 UMi b,516.22,1.54,,3337.07,Msini,0.08,,24.08,1.8,1.6,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,125.321
14 And b,186.76,0.775,,1131.1513,Msini,0,,11.55,1.78,2.55,23h31m17.80s,352.82415,+39d14m09.01s,39.2358367,75.4392
14 And b,,0.68,,1017,Msini,,,,1.2,,23h31m17.80s,352.82415,+39d14m09.01s,39.2358367,75.4392
14 And b,185.84,0.83,,1525.5,Msini,0,,11,2.2,2.63,23h31m17.80s,352.82415,+39d14m09.01s,39.2358367,75.4392
14 Her b,1773.4,2.77,,1474.67,Msini,0.369,,,,,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323
14 Her b,1766,2.864,,1581.138,Msini,0.359,,1,0.91,4.4,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323
14 Her b,1765.0389,2.774,,2559.47216,Mass,0.373,,,0.91,,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323
14 Her b,1773.40002,2.93,,1481.0878,Msini,0.37,,0.93,0.9,4.45,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323
14 Her b,1796.4,2.8,,1506.45,Msini,0.338,,,0.9,4.4,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323
14 Her b,1766.41,2.83,,1541.46777,Msini,0.3674,,1,0.97,4.43,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323
14 Her b,1724,2.82,,1554.12,Msini,0.37,,,1,,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323
14 Her b,,2.73,,1440.663,Msini,0.357,,,0.9,,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323
16 Cyg B b,799.45,1.676,,556.83537,Msini,0.6832,,1.16,0.98,4.3,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.1397
16 Cyg B b,798.5,1.681,,533.9544,Msini,0.681,,,0.99,4.36,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.1397
16 Cyg B b,800.8,1.6,,476.7,Msini,0.634,,,1,4.35,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.1397
16 Cyg B b,799.5,1.68,,533.93,Msini,0.689,,1.13,1.03,4.35,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.1397
16 Cyg B b,799.5,1.68,,533.93,Msini,0.689,,,,,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.1397
16 Cyg B b,798.5,1.66,,565.7374,Msini,0.68,,1.13,1.08,4.36,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.1397
17 Sco b,578.38,1.45,,1373.01872,Msini,0.06,,25.92,1.22,1.7,16h13m50.90s,243.4620874,-11d50m16.05s,-11.8377905,124.953
18 Del b,993.3,2.6,,3273.5,Msini,0.08,,8.5,2.3,2.82,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.222
18 Del b,982.85,2.476,,2926.24614,Msini,0.024,,8.8,2.1,2.87,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.222
18 Del b,,2.54,,3127.3,Msini,,,,2.1,,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.222
1RXS J160929.1-210524 b,,330,,4000,Mass,,1700,,0.85,,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.135
1RXS J160929.1-210524 b,,330,,3000,Mass,,1700,,0.85,,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.135
1RXS J160929.1-210524 b,,330,,3000,Mass,,1800,1.31,0.62,4,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.135
1RXS J160929.1-210524 b,,330,18.647,2543,Mass,,1800,1.35,0.85,,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.135
24 Boo b,30.3506,0.19,,289.2253,Msini,0.042,,10.64,0.99,2.42,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.9863
24 Boo b,30.33,0.194,,280.64248,Msini,0.032,,12.19,1.05,2.28,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.9863
24 Sex b,452.8,1.333,,632.46,Msini,0.09,,4.9,1.54,3.5,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691
24 Sex c,883,2.08,,273.32,Msini,0.29,,4.9,1.54,3.5,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691
2M0437 b,,118,,1271.31363,Mass,,1450,0.84,0.17,4.5,04h37m21.73s,69.3405531,+26d51m01.08s,26.8502997,128.484
2MASS J01033563-5515561 AB b,,84,,4131.79,Mass,,,,0.19,,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291,
2MASS J01225093-2439505 b,,,11.209,,,,1600,0.37,0.35,4.86,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.8281
2MASS J01225093-2439505 b,,52,,7786.5,Mass,,,,0.4,,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.8281
2MASS J02192210-3925225 b,,156,16.141,4417.837,Mass,,,0.28,0.11,4.59,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,
2MASS J0249-0557 c,,1950,,3686.80952,Mass,,,,0.05,,02h49m56.44s,42.4851627,-05d57m35.97s,-5.9599921,66.0613
2MASS J03590986+2009361 b,,572,,5720.91133,Mass,,2369,,,,03h59m09.86s,59.7911026,+20d09m35.91s,20.1599759,117.435
2MASS J04414489+2301513 b,,15,,2383.6,Mass,,,,0.02,,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,
2MASS J11011926-7732383 b,,266,,8899.1954,Mass,,2677,,,,11h01m19.09s,165.3295388,-77d32m38.73s,-77.5440912,
2MASS J11550485-7919108 b,,587,,6356.56814,Mass,,2506,,,,11h55m04.60s,178.7691634,-79d19m11.12s,-79.3197558,100.862
2MASS J12073346-3932539 b,,55,,1589.15,Mass,,1250,,0.02,,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.308
2MASS J12073346-3932539 b,,46,,1271,Mass,,1150,0.22,0.19,5.03,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.308
2MASS J19383260+4603591 b,406,,,591.16084,Msini,0.33,,0.2,0.48,5.51,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.332
2MASS J19383260+4603591 b,416,0.92,,603.877,Mass,,,,0.48,,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.332
2MASS J21252752-8138278 b,,7493,,3813.94088,Mass,,1616,,,,21h25m27.91s,321.3662989,-81d38m29.36s,-81.6414894,34.1154
2MASS J22362452+4751425 b,,230,,3972.875,Mass,,,,0.6,,22h36m24.62s,339.1025931,+47d51m42.06s,47.861683,69.5737
30 Ari B b,335.1,0.995,,3140.03,Msini,0.289,,1.13,1.16,4.5,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,44.657
30 Ari B b,345.4,1.01,,2097.678,Msini,0.18,,1.13,1.16,,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,44.657
30 Ari B b,335.10001,0.99,,4392.4106,Msini,0.29,,1.41,1.93,4.43,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,44.657
4 UMa b,270.27,0.877,,2511.48007,Msini,0.453,,18.11,1.23,1.8,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.4603
4 UMa b,269.3,0.87,,2256.5,Msini,0.432,,18.11,1.23,1.8,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.4603
42 Dra b,479.1,1.19,,1233.13,Msini,0.38,,22.03,0.98,1.71,18h25m59.40s,276.4975053,+65d33m48.11s,65.5633652,90.6545
47 UMa b,1076.6,2.1,,778.6835,Msini,0.012,,,1.06,,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967
47 UMa b,1078,2.1,,804.08,Msini,0.032,,1.21,1.06,4.3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967
47 UMa b,1100.8,2.11,,877.17,Msini,0.097,,,,,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967
47 UMa b,1083.2,2.11,,826.32,Msini,0.049,,,,,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967
47 UMa b,1076.6,2.059,,774.86566,Msini,0.016,,1.14,1.01,4.33,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967
47 UMa c,2391,3.6,,171.621,Msini,0.098,,1.21,1.06,4.3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967
47 UMa c,7586,7.73,,425.87,Msini,0.005,,,,,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967
47 UMa c,2287,3.404,,157.96072,Msini,0.179,,1.14,1.01,4.33,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967
47 UMa d,14002,11.6,,521.22,Msini,0.16,,1.21,1.06,4.3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967
47 UMa d,19000,13.8,,479.92089,Msini,0.38,,1.14,1.01,4.33,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967
51 Eri b,,13.2,,635.66,Mass,,700,,1.75,,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.7575
51 Eri b,11688,12,,,,0.45,,1.49,1.65,4.31,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.7575
51 Eri b,14965,14,,,,0.21,,1.49,1.65,4.31,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.7575
51 Peg b,4.2293,,,149.3801,Msini,0,,1.29,,4.32,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614
51 Peg b,4.23077,0.052,,148.738,Msini,0,,,,,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614
51 Peg b,4.2307969,0.05235,,147.47238,Msini,0.0042,,1.19,1.07,4.32,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614
51 Peg b,4.231,0.052,,146.2018,Mass,0,,,1.04,,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614
51 Peg b,4.230785,0.0527,,150.009,Msini,0.013,,1.18,1.03,4.31,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614
55 Cnc b,14.465314,0.11339,,266.966,Mass,0.0023,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.648,0.11,,266.9772,Msini,0.051,,,0.85,4.5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.6,0.113,,254.25,Mass,0,700,,,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.65152,0.115227,,263.9785,Mass,0.0034,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.67,0.115,,249.17872,Msini,0.0197,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.653,0.115,,266.9772,Msini,0.02,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.65126,0.1138,,260.61,Msini,0.0159,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.647,0.115,,289.21,Msini,0.03,,,,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.6516,0.1134,,255.4,Msini,0,,0.94,0.91,4.43,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.651,0.1134,,254.25,Msini,0.004,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.65162,0.115,,261.881,Msini,0.014,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc b,14.65171,0.1162,,267.29369,Msini,0.0048,,0.96,0.97,4.46,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc c,44.3446,0.24,,53.711,Msini,0.086,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc c,44.4175,0.241376,,54.4738,Mass,0.02,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc c,44.3787,0.238,,52.44,Msini,0.053,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc c,44.373,0.23735,,56.6985,Mass,0.072,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc c,44.38,0.237,,52.44,Msini,0.07,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc c,44.3827,0.2432,,54.34866,Msini,0.048,,0.96,0.97,4.46,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc c,43.93,0.24,,68.96911,Msini,0.44,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc c,44.3989,0.2373,,51.2,Msini,0.03,,0.94,0.91,4.43,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc d,4867,5.446,,1226.77,Mass,0.0269,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc d,4909,5.47,,1121.89,Msini,0.02,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc d,4517.4,5.257,,1243.35096,Msini,0.327,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc d,4820,5.54,,908.98924,Msini,0.139,,0.96,0.97,4.46,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc d,5370,5.84,,1220.42,Msini,0.063,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc d,5574.2,5.957,,991.6,Msini,0.13,,0.94,0.91,4.43,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc d,4545,5.28,,918.49,Msini,0.24,,,,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc d,5218,5.77,,1218.827,Msini,0.025,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc d,4825,5.503,,1232.493,Mass,0.019,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc d,5360,5.9,,1287.2115,Msini,0.16,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.7365515,0.015691,,8.13928,Mass,0.04,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.7365478,0.015439,,8.09479,Mass,0.028,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.737,,1.897,7.74,Mass,,,0.95,0.87,4.43,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,,,,,,,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,,0.01544,1.92,8.08,Mass,,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,2.79674,0.0377,,7.4687,Msini,0.264,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.73654,0.01583,2,8.63,Mass,,,0.94,0.96,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,2.808,0.038,,14.30235,Msini,0.174,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.73654625,,,,,,,0.94,0.91,4.45,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.73654604,,,,,,,,,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.7365474,,1.947,8.59,Mass,,,0.98,1.01,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.73654582,,1.915,,,,1831,0.96,,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.7365445,0.01583,,9.37594,Msini,0.036,,0.96,0.97,4.46,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.7365437,0.01544,2.08,7.81,Mass,0.061,1958,0.94,0.91,4.45,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.7365474,0.01544,1.875,7.99,Mass,0.05,,0.94,0.91,4.43,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.7365417,,,,,,,,,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.736546,0.01583,2.173,8.37,Mass,0,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc e,0.736539,0.01544,1.91,8.08,Mass,,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc f,260.98,0.792,,46.87969,Msini,0.142,,0.96,0.97,4.46,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc f,259.88,0.7708,,47.8,Msini,0.08,,0.94,0.91,4.43,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc f,262,0.788,,44.812,Mass,0.305,,,0.95,,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc f,261.2,0.77,,54.664,Msini,0.32,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc f,260,0.781,,45.766,Msini,0.2,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc f,260.91,0.7733,,47.0051,Mass,0.08,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
55 Cnc f,260.7,0.775,,44.812,Msini,0,,0.96,0.9,4.42,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855
6 Lyn b,899,2.2,,762.8,Msini,0.134,,5.2,1.7,3.16,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599
6 Lyn b,874.774,2.18,,702.4043,Msini,0.125,,5.2,1.82,,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599
6 Lyn b,919.86,2.028,,597.83523,Msini,0.042,,4.94,1.32,3.16,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599
6 Lyn b,934.3,2.11,,638.8383,Msini,0.073,,5.2,1.44,3.19,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599
61 Vir b,4.21487,0.04956,,5.11704,Msini,0.099,,1.03,0.91,4.37,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332
61 Vir b,4.215,0.050201,,5.1,Msini,0.12,,0.96,0.94,4.34,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332
61 Vir c,38.0957,0.2151,,16.1139,Msini,0.068,,1.03,0.91,4.37,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332
61 Vir c,38.021,0.2175,,18.2,Msini,0.14,,0.96,0.94,4.34,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332
61 Vir d,123.01,0.476,,22.9,Msini,0.35,,0.96,0.94,4.34,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332
7 CMa b,,1.8,,616.5,Msini,,,5.2,1.44,3.17,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101
7 CMa b,763,1.9,,826.3,Msini,0.14,,2.3,1.52,3.25,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101
7 CMa b,735.1,1.758,,587.9855,Msin(i)/sin(i),0.06,,4.87,1.34,3.19,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101
7 CMa b,796,1.93,,781.8618,Msini,0.22,,4.91,,,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101
7 CMa c,996,2.153,,276.5121,Msin(i)/sin(i),0.08,,4.87,1.34,3.19,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101
7 CMa c,,2.205,,289.9,Msini,,,5.2,1.44,3.17,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101
70 Vir b,116.6884,0.484,,2380.45,Mass,0.4007,,,1.11,4.07,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011
70 Vir b,116.688,0.481,,2357.02728,Msini,0.3988,,1.89,1.09,3.95,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011
70 Vir b,116.6926,0.481,,2351.942,Msini,0.399,,1.94,1.09,3.9,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011
70 Vir b,116.69335,0.4765,,2297.89938,Msini,0.3989,,1.92,1.06,3.89,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011
70 Vir b,116.6884,0.48,,2421.8646,Msini,0.4,,1.84,1.14,3.97,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011
70 Vir b,116.689,0.456,,2084.88,Msini,0.397,,,,,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011
75 Cet b,696.62,1.912,,787.89662,Msini,0.093,,10.38,1.92,2.69,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613
75 Cet b,691.9,2.1,,953.49,Msini,0.117,,10.5,2.49,2.63,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613
75 Cet c,2051.62,3.929,,289.85951,Msini,0.023,,10.38,1.92,2.69,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613
8 UMi b,93.4,0.49,,416.3573,Msini,0.06,,10.3,1.44,2.57,14h56m48.40s,224.201685,+74d54m03.38s,74.9009379,162.552
8 UMi b,93.4,0.49,,476.745,Msini,0.06,,9.9,1.8,2.57,14h56m48.40s,224.201685,+74d54m03.38s,74.9009379,162.552
81 Cet b,952.7,2.5,,1684.4,Msini,0.206,,11,2.4,2.35,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26
81 Cet b,,2.17,,1274.4,Msini,,,,1.6,,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26
81 Cet b,1005.57,2.104,,1051.05854,Msini,0.037,,11.21,1.23,2.41,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26
91 Aqr b,181.4,0.7,,1017,Msini,0.027,,11,1.4,2.52,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304
AB Aur b,,93.9,,2860.45566,Mass,0.4,,,2.4,,04h55m45.85s,73.9410446,+30d33m03.92s,30.5510888,162.127
AB Pic b,,260,,4290.5,Mass,,,,,,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.0475
AF Lep b,8030,8.4,,1017.0509,Mass,0.24,,1.25,1.2,,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.8564
AF Lep b,9060,9.3,,1366.66215,Mass,0.32,,,1.13,,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.8564
AF Lep b,7520,7.99,,1664.46737,Mass,0.47,1400,1.25,1.2,4.4,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.8564
AU Mic b,8.4630004,0.0644,4.19,,,0.12,,0.75,,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic b,8.46321,,,17.1,Mass,,,0.75,0.5,4.39,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic b,8.463,0.0645,4.07,17,Mass,0,593,0.75,0.5,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic b,,,4.027,,,,755,0.7,,4.6,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic b,8.4629991,0.0645,,20.12,Mass,0.186,,,0.5,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic b,8.46308,0.0649,3.957,,,0.00577,600,0.74,0.51,4.4,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic b,8.463,,,11.7,Mass,0.04,,0.75,0.5,4.39,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic b,8.46321,0.066,4.203,57.2094,Msini,0.1,,0.75,0.5,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic b,8.4631427,,,10.2,Mass,,,0.82,0.6,4.52,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic b,8.46321,,,,,0,,,,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic c,18.859019,0.1101,3.24,13.6,Mass,0,454,0.75,0.5,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic c,18.858982,0.11,2.79,,,0.13,,0.75,,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic c,18.858991,0.1101,,9.6,Mass,,,,0.5,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic c,18.85882,,,14.2,Mass,,,0.82,0.6,4.52,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic c,18.85969,0.1108,2.522,,,0.00338,459,0.74,0.51,4.4,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic c,18.859019,,,22.2,Mass,0.041,,0.75,0.5,4.39,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
AU Mic d,12.73596,,,1.053,Mass,0.00305,,0.74,0.51,4.4,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221
BD+03 2562 b,481.9,1.3,,2034.112,Msini,0.2,,32.35,1.14,1.89,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.63
BD+14 4559 b,268.94,0.777,,467.19,Msini,0.29,,0.95,0.86,4.6,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.352
BD+14 4559 b,268.94,0.78,,330.5432,Msini,0.29,,0.86,0.49,4.26,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.352
